mark1,mark2,mark3,attendance,fee_paid_flag,edu_loan_flag,yearly_income,yearly_fees,dropped_out
82,22,47,40,1,0,457244,87797,0
25,60,82,83,1,0,194875,31809,0
88,70,41,54,1,1,318451,149585,0
9,33,2,76,1,0,474541,37696,1
52,18,90,66,1,1,370760,128360,0
78,57,2,77,1,0,474790,71457,0
58,8,27,87,1,0,169828,41891,0
21,47,62,66,1,1,265870,79151,0
50,81,80,83,1,1,196004,104661,0
47,40,30,51,1,0,458965,83008,1
20,47,9,42,1,0,320871,72488,1
21,44,48,69,1,1,236478,76632,1
99,24,85,71,1,1,67332,139847,0
97,77,93,62,1,0,454050,86533,0
29,24,20,41,1,1,201397,133459,1
24,18,99,46,1,1,190285,91889,1
27,38,52,73,1,0,425885,104239,0
64,78,86,71,1,1,182475,121511,0
44,79,75,92,1,0,369115,77942,1
67,26,88,78,1,0,299271,29275,0
6,73,53,71,1,0,497246,39965,0
48,62,56,82,1,1,123042,117955,0
8,67,19,82,1,1,145195,134178,0
35,18,48,53,1,1,188663,55854,1
82,27,6,42,1,0,439288,35973,1
0,84,28,85,1,1,325140,109086,0
9,77,47,71,1,0,364629,46878,0
35,32,92,82,1,1,97830,145664,0
72,9,12,75,1,1,84370,37105,0
45,82,2,56,1,1,369716,133174,0
31,29,1,87,1,0,341242,84746,1
31,21,15,42,1,1,242633,119458,1
5,2,93,96,1,1,314340,101565,0
47,100,5,49,1,1,192163,148684,0
37,81,44,92,1,0,261648,59935,0
16,74,70,86,0,0,246326,52784,0
73,47,4,79,0,0,361406,51601,0
26,1,55,57,1,1,187095,59865,1
53,75,70,42,1,1,70543,117081,0
49,53,97,78,1,1,414315,143871,0
34,5,31,49,0,0,485553,98701,1
84,39,48,91,1,0,221481,38616,0
24,92,12,48,1,1,120540,31654,1
27,93,29,85,0,0,191035,37830,0
14,1,24,94,1,0,194868,36205,0
3,72,84,85,1,1,90972,62425,0
92,1,59,50,1,1,122613,97495,0
72,92,58,99,1,1,145384,107694,0
26,96,84,72,1,1,128062,97355,0
25,73,27,75,0,0,315405,55851,0
18,97,57,65,1,1,329190,128039,0
91,54,19,66,1,1,325541,142959,1
16,71,33,77,1,0,402949,26952,0
42,100,4,61,1,1,337901,109761,1
40,59,81,65,1,1,196371,67405,0
41,96,59,61,1,1,305456,146167,0
49,5,42,44,1,1,182974,127767,1
83,18,56,74,1,1,431003,144444,0
39,95,56,41,0,0,296088,25391,1
38,26,74,74,1,1,92399,100004,0
22,0,53,48,1,1,98330,82468,1
95,32,80,90,1,0,489524,35091,0
51,39,44,90,1,0,302055,50237,0
46,31,85,88,1,1,184918,133268,0
62,68,36,57,1,1,193431,144593,1
96,16,83,82,1,1,230448,78353,0
68,7,47,51,1,1,118056,94500,1
42,56,53,42,1,1,90832,60682,0
47,41,47,57,1,1,201170,132780,0
33,97,5,95,1,1,167095,69634,0
39,8,33,77,1,1,154987,46968,0
74,86,62,46,1,1,231034,74833,1
60,34,77,72,1,0,400816,60205,0
49,70,47,45,1,1,348029,96907,0
66,78,22,57,1,1,71157,62541,0
61,52,83,84,1,1,491588,145401,0
57,53,12,61,1,1,69674,111217,0
32,83,46,90,1,1,82357,48285,0
74,24,43,78,1,1,324722,123507,0
15,66,31,90,0,0,440601,72513,0
81,61,25,48,0,0,445467,35430,0
93,54,52,74,1,1,260121,130766,0
47,45,13,62,1,1,480645,140635,1
9,23,51,51,0,0,490087,29033,1
81,97,35,91,1,0,206571,39918,0
37,45,7,63,0,0,449637,38256,1
18,21,39,89,1,1,233276,68522,0
35,10,85,79,1,0,467807,84353,0
58,47,21,48,1,1,242012,141946,1
62,7,15,52,0,0,267443,51188,1
76,38,90,79,1,1,153229,75134,0
45,34,59,93,1,1,193274,72657,0
2,48,59,81,1,0,436125,56088,0
73,45,9,56,1,0,272274,34979,0
64,37,24,46,1,1,200362,88264,1
90,7,30,56,1,0,461346,70106,0
7,53,20,94,0,0,349221,21595,0
50,36,90,89,1,0,305672,52624,0
80,90,80,63,1,1,165136,117104,0
72,91,32,41,1,1,200468,87824,0
5,39,30,74,1,1,264560,125149,0
88,33,89,100,1,1,110530,60431,0
38,95,20,67,1,1,245346,114547,0
59,78,35,58,1,1,168179,141624,0
27,16,64,72,1,1,77122,37127,0
96,32,3,60,0,0,341525,37878,1
53,46,67,92,1,1,226507,141294,0
36,51,89,49,1,0,417758,92480,0
8,79,3,92,1,1,204339,80690,0
81,92,8,85,1,1,163271,148824,0
55,8,29,84,1,1,243050,97838,0
58,32,44,48,1,1,188160,76360,0
84,59,3,77,1,1,147354,128484,0
1,92,68,45,1,0,439872,20207,0
60,76,22,90,1,1,62822,21083,0
57,20,15,92,1,1,231288,71564,1
59,57,21,81,1,0,479805,23311,0
39,84,100,94,1,0,246334,43135,0
35,68,71,74,1,1,182508,77109,0
36,9,47,57,1,0,423345,81354,1
78,5,61,92,1,0,339425,83647,0
91,12,96,58,1,1,400161,126892,0
17,64,59,44,1,0,408149,79301,1
97,19,79,64,1,1,134403,82233,1
